name_en,weapon_type,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
"Taroth Pipe ""Spew""",hunting-horn,ガイラパイプ・毒妖,Cornemuse Taroth - Pukei,"Corno Taroth ""Pukei""","Taroth-Flöte ""Pukei""",Gaita Taroth (Pukei),Fole Taroth Pukei,Dudy Taroth „Pukei”,Труба тарот: поки,가이라파이프-독요,鎧羅風笛‧毒妖,"ناي تاروث ""بوكي"""
"Taroth Pipe ""Rage""",hunting-horn,ガイラパイプ・蛮顎,Cornemuse Taroth - Anja,"Corno Taroth ""Anja""","Taroth-Flöte ""Anja""",Gaita Taroth (Anja),Fole Taroth Anja,Dudy Taroth „Anja”,Труба тарот: аньянат,가이라파이프-만악,鎧羅風笛‧蠻顎,"ناي تاروث ""أنجا"""
"Taroth Pipe ""Drifter""",hunting-horn,ガイラパイプ・浮空,Cornemuse Taroth - Pao,"Corno Taroth ""Lumu""","Taroth-Flöte ""Paolumu""",Gaita Taroth (Paolumu),Fole Taroth Paolumu,Dudy Taroth „Paolumu”,Труба тарот: паолуму,가이라파이프-부공,鎧羅風笛‧浮空,"ناي تاروث ""باولومو"""
"Taroth Pipe ""Stream""",hunting-horn,ガイラパイプ・風漂,Cornemuse Taroth - Legia,"Corno Taroth ""Legia""","Taroth-Flöte ""Legia""",Gaita Taroth (Legia),Fole Taroth Legia,Dudy Taroth „Legia”,Труба тарот: легиана,가이라파이프-풍표,鎧羅風笛‧風漂,"ناي تاروث ""ليغيانا"""
"Taroth Pipe ""Tar""",hunting-horn,ガイラパイプ・骨鎚,Cornemuse Taroth - Rado,"Corno Taroth ""Baan""","Taroth-Flöte ""Baan""",Gaita Taroth (Radobaan),Fole Taroth Radobaan,Dudy Taroth „Radobaan”,Труба тарот: баан,가이라파이프-골추,鎧羅風笛‧骨鎚,"ناي تاروث ""رادوبان"""
"Taroth Pipe ""Myth""",hunting-horn,ガイラパイプ・幻,Cornemuse Taroth - Kirin,"Corno Taroth ""Kirin""","Taroth-Flöte ""Kirin""",Gaita Taroth (Kirin),Fole Taroth Kirin,Dudy Taroth „Kirin”,Труба тарот: кирин,가이라파이프-환,鎧羅風笛‧幻,"ناي تاروث ""كيرين"""
"Taroth Pipe ""Crusher""",hunting-horn,ガイラパイプ・岩賊,Cornemuse Taroth - Dodo,"Corno Taroth ""Dodo""","Taroth-Flöte ""Dodo""",Gaita Taroth (Dodogama),Fole Taroth Dodo,Dudy Taroth „Dodo”,Труба тарот: додо,가이라파이프-암적,鎧羅風笛‧岩賊,"ناي تاروث ""دودوغما"""
"Taroth Pipe ""Water""",hunting-horn,ガイラパイプ・水,Cornemuse Taroth - Eau,"Corno Taroth ""Acqua""","Taroth-Flöte ""Wasser""",Gaita Taroth (agua),Fole Taroth Água,Dudy Taroth „Woda”,Труба тарот: вода,가이라파이프-물,鎧羅風笛‧水,"ناي تاروث ""الماء"""
"Taroth Pipe ""Dragon""",hunting-horn,ガイラパイプ・龍,Cornemuse Taroth - Dragon,"Corno Taroth ""Drago""","Taroth-Flöte ""Drache""",Gaita Taroth (draco),Fole Taroth Dragão,Dudy Taroth „Smok”,Труба тарот: дракон,가이라파이프-용,鎧羅風笛‧龍,"ناي تاروث ""التنين"""
"Taroth Pipe ""Paralysis""",hunting-horn,ガイラパイプ・麻痺,Cornemuse Taroth - Paralysie,"Corno Taroth ""Paralisi""","Taroth-Flöte ""Lähmung""",Gaita Taroth (parálisis),Fole Taroth Paralis.,Dudy Taroth „Paraliż”,Труба тарот: паралич,가이라파이프-마비,鎧羅風笛‧麻痺,"ناي تاروث ""الشلل"""
"Taroth Pipe ""Sleep""",hunting-horn,ガイラパイプ・睡眠,Cornemuse Taroth - Feu,"Corno Taroth ""Sonno""","Taroth-Flöte ""Schlaf""",Gaita Taroth (sueño),Fole Taroth Sono,Dudy Taroth „Sen”,Труба тарот: сон,가이라파이프-수면,鎧羅風笛‧睡眠,"ناي تاروث ""نوم"""
Gold Water Defender,lance,金色の槍・水,Lance d'or - Eau,Difensore oro acqua,"Goldlanze ""Wasser""",Lanza Áurea (agua),Defensor Água Ouro,Obrońca Złotej Wody,Золотой страж воды,금빛 랜스-물,金色的長槍‧水,مُدافع الماء الذهبي
Gold Thunder Defender,lance,金色の槍・雷,Lance d'or - Foudre,Difensore oro tuono,"Goldlanze ""Donner""",Lanza Áurea (rayo),Defensor Raio Ouro,Obrońca Złotego Pioruna,Золотой страж грозы,금빛 랜스-번개,金色的長槍‧雷,مُدافع الرعد الذهبي
Gold Sleep Defender,lance,金色の槍・睡眠,Lance d'or - Sommeil,Difensore oro sonno,"Goldlanze ""Schlaf""",Lanza Áurea (sueño),Defensor Sono Ouro,Obrońca Złotego Snu,Золотой страж сна,금빛 랜스-수면,金色的長槍‧睡眠,مُدافع النوم الذهبي
Thief Gold Defender,lance,金色の槍・掻,Lance d'or - Kulu,Difensore oro Kulu,"Goldlanze ""Kulu""",Lanza Áurea (Kulu),Defensor Ouro Kulu,Złoty Obrońca z Kulu,Золотой страж кулу,금빛 랜스-조,金色的長槍‧搔,مُدافع كولو الذهبي
Spew Gold Defender,lance,金色の槍・毒妖,Lance d'or - Pukei,Difensore oro Pukei,"Goldlanze ""Pukei""",Lanza Áurea (Pukei),Defensor Ouro Pukei,Złoty Obrońca z Pukei,Золотой страж поки,금빛 랜스-독요,金色的長槍‧毒妖,مُدافع بوكي الذهبي
Mud Gold Defender,lance,金色の槍・土砂,Lance d'or - Barroth,Difensore oro Barroth,"Goldlanze ""Barroth""",Lanza Áurea (Barroth),Defens. Ouro Barroth,Złoty Obrońca z Barroth,Золот. страж баррота,금빛 랜스-토사,金色的長槍‧土砂,مُدافع باروث الذهبي
Lurk Gold Defender,lance,金色の槍・黒甲,Lance d'or - Horn,Difensore oro Hornetaur,"Goldlanze ""Hornetaur""",Lanza Áurea (Hornetaur),Defensor Ouro Chifr.,Złoty Obrońca z Hornetaura,Зол. страж роготавра,금빛 랜스-흑갑,金色的長槍‧黑甲,مُدافع هورنتور الذهبي
Stream Gold Defender,lance,金色の槍・風漂,Lance d'or - Legia,Difensore oro Legia,"Goldlanze ""Legia""",Lanza Áurea (Legiana),Defensor Ouro Legia,Złoty Obrońca z Legiany,Золот. страж легианы,금빛 랜스-풍표,金色的長槍‧風漂,مُدافع ليغيانا الذهبي
Claw Gold Defender,lance,金色の槍・惨爪,Lance d'or - Odo,Difensore oro Odo,"Goldlanze ""Odo""",Lanza Áurea (Odogaron),Defensor Ouro Odo,Złoty Obrońca z Odo,Зол. страж одогарона,금빛 랜스-참조,金色的長槍‧慘爪,مُدافع أودوغارون الذهبي
Decay Gold Defender,lance,金色の槍・屍套,Lance d'or - Vaal,Difensore oro Vaal,"Goldlanze ""Vaal""",Lanza Áurea (Vaal),Defensor Ouro Vaal,Złoty Obrońca z Vaala,Золотой страж ваала,금빛 랜스-시투,金色的長槍‧屍套,مُدافع فال الذهبي
King Gold Defender,lance,金色の槍・王,Lance d'or - Eau,Difensore oro del re,"Goldlanze ""Rathalos""",Lanza Áurea (Rathalos),Defensor Ouro Rei,Złoty Obrońca Króla,Зол. страж раталоса,금빛 랜스-왕,金色的長槍‧王,مُدافع الملك الذهبي
Crusher Gold Defender,lance,金色の槍・岩賊,Lance d'or - Dodo,Difensore oro Dodo,"Goldlanze ""Dodo""",Lanza Áurea (Dodogama),Defensor Ouro Dodo,Złoty Obrońca z Dodo,Зол. страж додогамы,금빛 랜스-암적,金色的長槍‧岩賊,مُدافع دودوغما الذهبي
"Taroth Crest ""Thief""",lance,ガイラクレスト・掻,Pilum Taroth - Kulu,"Cimiero Taroth ""Kulu""","Taroth-Wappen ""Kulu""",Pica Taroth (Kulu),Crista Taroth Kulu,Grzebień Taroth „Kulu”,Перо тарот: кулу,가이라크레스트-조,鎧羅之尖‧搔,"حربة تاروث ""كولو"""
"Taroth Crest ""Spew""",lance,ガイラクレスト・毒妖,Pilum Taroth - Pukei,"Cimiero Taroth ""Pukei""","Taroth-Wappen ""Pukei""",Pica Taroth (Pukei),Crista Taroth Pukei,Grzebień Taroth „Pukei”,Перо тарот: поки,가이라크레스트-독요,鎧羅之尖‧毒妖,"حربة تاروث ""بوكي"""
"Taroth Crest ""Mud""",lance,ガイラクレスト・土砂,Pilum Taroth - Barroth,"Cimiero Taroth ""Barroth""","Taroth-Wappen ""Barroth""",Pica Taroth (Barroth),Crista Taroth Barr.,Grzebień Taroth „Barroth”,Перо тарот: баррот,가이라크레스트-토사,鎧羅之尖‧土砂,"حربة تاروث ""باروث"""
"Taroth Crest ""Lurk""",lance,ガイラクレスト・黒甲,Pilum Taroth - Horn,"Cimiero Taroth ""Hornetaur""","Taroth-Wappen ""Hornetaur""",Pica Taroth (Hornetaur),Crista Taroth Chifr.,Grzebień Taroth „Hornetaur”,Перо тарот: роготавр,가이라크레스트-흑갑,鎧羅之尖‧黑甲,"حربة تاروث ""هورنتور"""
"Taroth Crest ""Stream""",lance,ガイラクレスト・風漂,Pilum Taroth - Legia,"Cimiero Taroth ""Legia""","Taroth-Wappen ""Legia""",Pica Taroth (Legia),Crista Taroth Legia,Grzebień Taroth „Legia”,Перо тарот: легиана,가이라크레스트-풍표,鎧羅之尖‧風漂,"حربة تاروث ""ليغيانا"""
"Taroth Crest ""Claw""",lance,ガイラクレスト・惨爪,Pilum Taroth - Odo,"Cimiero Taroth ""Odo""","Taroth-Wappen ""Odo""",Pica Taroth (Odogaron),Crista Taroth Odo,Grzebień Taroth „Odo”,Перо тарот: одогарон,가이라크레스트-참조,鎧羅之尖‧慘爪,"حربة تاروث ""أودوغارون"""
"Taroth Crest ""Decay""",lance,ガイラクレスト・屍套,Pilum Taroth - Vaal,"Cimiero Taroth ""Vaal""","Taroth-Wappen ""Vaal""",Pica Taroth (Vaal),Crista Taroth Vaal,Grzebień Taroth „Vaal”,Перо тарот: ваал,가이라크레스트-시투,鎧羅之尖‧屍套,"حربة تاروث ""فال"""
"Taroth Crest ""King""",lance,ガイラクレスト・王,Pilum Taroth - Roi,"Cimiero Taroth ""Re""","Taroth-Wappen ""Rathalos""",Pica Taroth (Rathalos),Crista Taroth Rei,Grzebień Taroth „Król”,Перо тарот: раталос,가이라크레스트-왕,鎧羅之尖‧王,"حربة تاروث ""الملك"""
"Taroth Crest ""Crusher""",lance,ガイラクレスト・岩賊,Pilum Taroth - Dodo,"Cimiero Taroth ""Dodo""","Taroth-Wappen ""Dodo""",Pica Taroth (Dodogama),Crista Taroth Dodo,Grzebień Taroth „Dodo”,Перо тарот: додогама,가이라크레스트-암적,鎧羅之尖‧岩賊,"حربة تاروث ""دودوغما"""
"Taroth Crest ""Water""",lance,ガイラクレスト・水,Pilum Taroth - Eau,"Cimiero Taroth ""Acqua""","Taroth-Wappen ""Wasser""",Pica Taroth (agua),Crista Taroth Água,Grzebień Taroth „Woda”,Перо тарот: вода,가이라크레스트-물,鎧羅之尖‧水,"حربة تاروث ""الماء"""
"Taroth Crest ""Thunder""",lance,ガイラクレスト・雷,Pilum Taroth - Foudre,"Cimiero Taroth ""Tuono""","Taroth-Wappen ""Donner""",Pica Taroth (rayo),Crista Taroth Raio,Grzebień Taroth „Piorun”,Перо тарот: гроза,가이라크레스트-번개,鎧羅之尖‧雷,"حربة تاروث ""الرعد"""
"Taroth Crest ""Sleep""",lance,ガイラクレスト・睡眠,Pilum Taroth - Sommeil,"Cimiero Taroth ""Sonno""","Taroth-Wappen ""Schlaf""",Pica Taroth (sueño),Crista Taroth Sono,Grzebień Taroth „Sen”,Перо тарот: сон,가이라크레스트-수면,鎧羅之尖‧睡眠,"حربة تاروث ""النوم"""
"Taroth Crest ""Poison""",lance,ガイラクレスト・毒,Pilum Taroth - Poison,"Cimiero Taroth ""Veleno""","Taroth-Wappen ""Gift""",Pica Taroth (veneno),Crista Taroth Veneno,Grzeb. Taroth „Trucizna”,Перо тарот: отравление,가이라크레스트-독,鎧羅之尖‧毒,"حربة تاروث ""السم"""
Gold Water Exploder,gunlance,金色の銃槍・水,Obusier d'or - Eau,Esplosione oro acqua,"Gold-Zünder ""Wasser""",Máuser Áureo (agua),Demolidora Água Ouro,Detonator Złotej Wody,Золотой запал воды,금빛 건랜스-물,金色的銃槍‧水,مُفجر الماء الذهبي
Gold Poison Exploder,gunlance,金色の銃槍・毒,Obusier d'or - Poison,Esplosione oro veleno,"Gold-Zünder ""Gift""",Máuser Áureo (veneno),Demolidora Ven. Ouro,Detonator Złotej Trucizny,Золотой запал яда,금빛 건랜스-독,金色的銃槍‧毒,مُفجر السم الذهبي
Gold Sleep Exploder,gunlance,金色の銃槍・睡眠,Obusier d'or - Sommeil,Esplosione oro sonno,"Gold-Zünder ""Schlaf""",Máuser Áureo (sueño),Demolidora Sono Ouro,Detonator Złotego Snu,Золотой запал сна,금빛 건랜스-수면,金色的銃槍‧睡眠,مُفجر النوم الذهبي
Glutton Gold Exploder,gunlance,金色の銃槍・賊,Obusier d'or - Jag,Esplosione oro Jagras,"Gold-Zünder ""Jagras""",Máuser Áureo (Jagras),Demol. Ouro Jagras,Złoty Detonator z Jagrasa,Золотой запал яграса,금빛 건랜스-적,金色的銃槍‧賊,مُفجر جاغراس الذهبي
Mire Gold Exploder,gunlance,金色の銃槍・泥魚,Obusier d'or - Jyura,Esplosione oro Jyura,"Gold-Zünder ""Jyura""",Máuser Áureo (Jyura),Demol. Ouro Jyura,Złoty Detonator z Jyura,Золот. запал юратода,금빛 건랜스-이어,金色的銃槍‧泥魚,مُفجر جيورا الذهبي
Mud Gold Exploder,gunlance,金色の銃槍・土砂,Obusier d'or - Barroth,Esplosione oro Barroth,"Gold-Zünder ""Barroth""",Máuser Áureo (Barroth),Demol. Ouro Barroth,Złoty Detonator z Barrotha,Золот. запал баррота,금빛 건랜스-토사,金色的銃槍‧土砂,مُفجر باروث الذهبي
Spark Gold Exploder,gunlance,金色の銃槍・飛雷,Obusier d'or - Kada,Esplosione oro Kadachi,"Gold-Zünder ""Kadachi""",Máuser Áureo (Kadachi),Demol. Ouro Kadachi,Złoty Detonator z Kadachi,Золот. запал кадачи,금빛 건랜스-비뢰,金色的銃槍‧飛雷,مُفجر كاداتشي الذهبي
Rage Gold Exploder,gunlance,金色の銃槍・蛮顎,Obusier d'or - Anja,Esplosione oro Anja,"Gold-Zünder ""Anja""",Máuser Áureo (Anja),Demolidora Ouro Anja,Złoty Detonator z Anja,Зол. запал аньяната,금빛 건랜스-만악,金色的銃槍‧蠻顎,مُفجر أنجا الذهبي
Numb Gold Exploder,gunlance,金色の銃槍・痺賊,Obusier d'or - Girros,Esplosione oro Girros,"Gold-Zünder ""Girros""",Máuser Áureo (Girros),Demol. Ouro Girros,Złoty Detonator z Girrosa,Золот. запал гирроса,금빛 건랜스-비적,金色的銃槍‧痺賊,مُفجر غيروس الذهبي
Stream Gold Exploder,gunlance,金色の銃槍・風漂,Obusier d'or - Legia,Esplosione oro Legia,"Gold-Zünder ""Legia""",Máuser Áureo (Legiana),Demol. Ouro Legia,Złoty Detonator z Legiany,Золот. запал легианы,금빛 건랜스-풍표,金色的銃槍‧風漂,مُفجر ليغيانا الذهبي
Decay Gold Exploder,gunlance,金色の銃槍・屍套,Obusier d'or - Vaal,Esplosione oro Vaal,"Gold-Zünder ""Vaal""",Máuser Áureo (Vaal),Demolidora Ouro Vaal,Złoty Detonator z Vaala,Золотой запал ваала,금빛 건랜스-시투,金色的銃槍‧屍套,مُفجر فال الذهبي
King Gold Exploder,gunlance,金色の銃槍・王,Obusier d'or - Roi,Esplosione oro del re,"Gold-Zünder ""Rathalos""",Máuser Áureo (Rathalos),Demol. Ouro Rei,Złoty Detonator Króla,Зол. запал раталоса,금빛 건랜스-왕,金色的銃槍‧王,مُفجر الملك الذهبي
Bomber Gold Exploder,gunlance,金色の銃槍・爆鱗,Obusier d'or - Bazel,Esplosione oro Bazel,"Gold-Zünder ""Bazel""",Máuser Áureo (Bazel),Demol. Ouro Bazel,Złoty Detonator z Bazela,Золотой запал базеля,금빛 건랜스-폭린,金色的銃槍‧爆鱗,مُفجر بازيل الذهبي
"Taroth Buster ""Glutton""",gunlance,ガイラバスター・賊,Mortier Taroth - Jag,"Boato Taroth ""Jagras""","Taroth-Brecher ""Jagras""",Fusil Taroth (Jagras),Lançarma Taroth Jag.,Pogromca Taroth „Jagras”,Пушка тарот: яграс,가이라버스터-적,鎧羅銃槍‧賊,"مُحطم تاروث ""جاغراس"""
"Taroth Buster ""Mire""",gunlance,ガイラバスター・泥魚,Mortier Taroth - Jyura,"Boato Taroth ""Jyura""","Taroth-Brecher ""Jyura""",Fusil Taroth (Jyura),Lançarma Taroth Jyu.,Pogromca Taroth „Jyura”,Пушка тарот: юратод,가이라버스터-이어,鎧羅銃槍‧泥魚,"مُحطم تاروث ""جيورا"""
"Taroth Buster ""Mud""",gunlance,ガイラバスター・土砂,Mortier Taroth - Barroth,"Boato Taroth ""Barroth""","Taroth-Brecher ""Barroth""",Fusil Taroth (Barroth),Lançarma Taroth Bar.,Pogromca Taroth „Barroth”,Пушка тарот: баррот,가이라버스터-토사,鎧羅銃槍‧土砂,"مُحطم تاروث ""باروث"""
"Taroth Buster ""Spark""",gunlance,ガイラバスター・飛雷,Mortier Taroth - Kada,"Boato Taroth ""Kadachi""","Taroth-Brecher ""Kadachi""",Fusil Taroth (Kadachi),Lançarma Taroth Kad.,Pogromca Taroth „Kadachi”,Пушка тарот: кадачи,가이라버스터-비뢰,鎧羅銃槍‧飛雷,"مُحطم تاروث ""كاداتشي"""
"Taroth Buster ""Rage""",gunlance,ガイラバスター・蛮顎,Mortier Taroth - Anja,"Boato Taroth ""Anja""","Taroth-Brecher ""Anja""",Fusil Taroth (Anja),Lançarma Taroth Anja,Pogromca Taroth „Anja”,Пушка тарот: аньянат,가이라버스터-만악,鎧羅銃槍‧蠻顎,"مُحطم تاروث ""أنجا"""
"Taroth Buster ""Numb""",gunlance,ガイラバスター・痺賊,Mortier Taroth - Girros,"Boato Taroth ""Girros""","Taroth-Brecher ""Girros""",Fusil Taroth (Girros),Lançarma Taroth Gir.,Pogromca Taroth „Girros”,Пушка тарот: гиррос,가이라버스터-비적,鎧羅銃槍‧痺賊,"مُحطم تاروث ""غيروس"""
"Taroth Buster ""Stream""",gunlance,ガイラバスター・風漂,Mortier Taroth - Legia,"Boato Taroth ""Legia""","Taroth-Brecher ""Legia""",Fusil Taroth (Legiana),Lançarma Taroth Leg.,Pogromca Taroth „Legia”,Пушка тарот: легиана,가이라버스터-풍표,鎧羅銃槍‧風漂,"مُحطم تاروث ""ليغيانا"""
"Taroth Buster ""Decay""",gunlance,ガイラバスター・屍套,Mortier Taroth - Vaal,"Boato Taroth ""Vaal""","Taroth-Brecher ""Vaal""",Fusil Taroth (Vaal),Lançarma Taroth Vaal,Pogromca Taroth „Vaal”,Пушка тарот: ваал,가이라버스터-시투,鎧羅銃槍‧屍套,"مُحطم تاروث ""فال"""
"Taroth Buster ""King""",gunlance,ガイラバスター・王,Mortier Taroth - Roi,"Boato Taroth ""Re""","Taroth-Brecher ""Rathalos""",Fusil Taroth (Rathalos),Lançarma Taroth Rei,Pogromca Taroth „Król”,Пушка тарот: раталос,가이라버스터-왕,鎧羅銃槍‧王,"مُحطم تاروث ""الملك"""
"Taroth Buster ""Bomber""",gunlance,ガイラバスター・爆鱗,Mortier Taroth - Bazel,"Boato Taroth ""Bazel""","Taroth-Brecher ""Bazel""",Fusil Taroth (Bazel),Lançarma Taroth Baz.,Pogromca Taroth „Bazel”,Пушка тарот: базель,가이라버스터-폭린,鎧羅銃槍‧爆鱗,"مُحطم تاروث ""بازيل"""
"Taroth Buster ""Water""",gunlance,ガイラバスター・水,Mortier Taroth - Eau,"Boato Taroth ""Acqua""","Taroth-Brecher ""Wasser""",Fusil Taroth (agua),Lançarma Taroth Água,Pogromca Taroth „Woda”,Пушка тарот: вода,가이라버스터-물,鎧羅銃槍‧水,"مُحطم تاروث ""الماء"""
"Taroth Buster ""Poison""",gunlance,ガイラバスター・毒,Mortier Taroth - Poison,"Boato Taroth ""Veleno""","Taroth-Brecher ""Gift""",Fusil Taroth (veneno),Lançarma Taroth Ven.,Pogromca Taroth „Trucizna”,Пушка тарот: яд,가이라버스터-독,鎧羅銃槍‧毒,"مُحطم تاروث ""السم"""
